,aff_dist_func,aff_k,aff_mask_func,aff_sigma,algorithm,alpha,can_plot,corruption_level,dataset,elapsed_time,labeled_percent,mu,tuning_iter,experiments,mean_acc,sd_acc,each_acc,min_acc,max_acc,median_acc
114,gaussian,15.0,knn,0.2,LGC,0.9,False,0.35,spiral_hard,2.3299193382263184,0.01,,,20,0.6039000000000001,0.0444238549530417,"[0.5006666666666667, 0.5413333333333333, 0.5426666666666666, 0.5593333333333333, 0.5733333333333334, 0.5793333333333334, 0.5793333333333334, 0.5833333333333334, 0.6046666666666667, 0.6133333333333333, 0.6153333333333333, 0.6213333333333333, 0.6233333333333333, 0.624, 0.626, 0.652, 0.654, 0.6593333333333333, 0.6626666666666666, 0.6626666666666666]",0.5006666666666667,0.6626666666666666,0.6143333333333333
115,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.3,spiral_hard,5.129472494125366,0.1,,,20,0.7017333333333333,0.01734153652041504,"[0.664, 0.674, 0.6786666666666666, 0.6893333333333334, 0.6906666666666667, 0.6906666666666667, 0.6953333333333334, 0.696, 0.6986666666666667, 0.7, 0.7020000000000001, 0.708, 0.708, 0.7093333333333334, 0.7126666666666667, 0.718, 0.7206666666666667, 0.7206666666666667, 0.7226666666666667, 0.7353333333333333]",0.664,0.7353333333333333,0.7010000000000001
116,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.0,spiral_hard,3.4983718395233154,0.1,,,20,0.9237666666666666,0.05581567880085305,"[0.8186666666666667, 0.8333333333333334, 0.8540000000000001, 0.8586666666666667, 0.8766666666666667, 0.882, 0.8913333333333333, 0.902, 0.9113333333333332, 0.9153333333333332, 0.9186666666666666, 0.9606666666666668, 0.976, 0.9773333333333334, 0.9773333333333334, 0.9813333333333332, 0.9833333333333332, 0.9833333333333332, 0.986, 0.988]",0.8186666666666667,0.988,0.9169999999999999
117,gaussian,15.0,knn,0.2,GTAM,,False,0.25,spiral_hard,14.691461086273193,0.01,99.0,0.0,20,0.7413666666666667,0.29157019166345977,"[0.022000000000000002, 0.19933333333333333, 0.426, 0.5266666666666666, 0.536, 0.5539999999999999, 0.5686666666666667, 0.5853333333333334, 0.68, 0.9033333333333332, 0.978, 0.9813333333333332, 0.982, 0.982, 0.9826666666666668, 0.9833333333333332, 0.9833333333333332, 0.9840000000000001, 0.9846666666666668, 0.9846666666666668]",0.022000000000000002,0.9846666666666668,0.9406666666666665
118,gaussian,15.0,knn,0.2,LGC,0.2,False,0.15,spiral_hard,6.3403401374816895,0.1,,,20,0.8709999999999999,0.02009588128061179,"[0.8293333333333334, 0.8433333333333334, 0.8506666666666667, 0.852, 0.8540000000000001, 0.8640000000000001, 0.8640000000000001, 0.8653333333333333, 0.8653333333333333, 0.866, 0.8686666666666667, 0.8713333333333333, 0.872, 0.8773333333333333, 0.8833333333333333, 0.8913333333333333, 0.8913333333333333, 0.8946666666666667, 0.9073333333333332, 0.9086666666666666]",0.8293333333333334,0.9086666666666666,0.8673333333333333
119,gaussian,15.0,knn,0.2,LGC,0.9,False,0.2,spiral_hard,5.992288589477539,0.1,,,20,0.9079666666666666,0.01958170915250589,"[0.8546666666666667, 0.8633333333333333, 0.8913333333333333, 0.8966666666666666, 0.9013333333333332, 0.9053333333333332, 0.9066666666666666, 0.9066666666666666, 0.9079999999999999, 0.9093333333333332, 0.9133333333333332, 0.9159999999999999, 0.9166666666666666, 0.9173333333333332, 0.9179999999999999, 0.9206666666666666, 0.9213333333333332, 0.9246666666666666, 0.9293333333333332, 0.9386666666666666]",0.8546666666666667,0.9386666666666666,0.9113333333333332
120,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.35,spiral_hard,2.9427764415740967,0.01,,,20,0.5379666666666666,0.04139429644018337,"[0.4686666666666667, 0.488, 0.4953333333333334, 0.496, 0.5006666666666667, 0.5066666666666667, 0.508, 0.5226666666666666, 0.5246666666666666, 0.5286666666666666, 0.5306666666666666, 0.54, 0.5473333333333333, 0.5493333333333333, 0.5686666666666667, 0.5786666666666667, 0.5920000000000001, 0.594, 0.5953333333333334, 0.624]",0.4686666666666667,0.624,0.5296666666666666
121,gaussian,15.0,knn,0.2,LDST,,False,0.2,spiral_hard,34.95401167869568,0.01,99.0,0.5,20,0.9298333333333332,0.15129909671464226,"[0.4786666666666667, 0.4793333333333333, 0.904, 0.9813333333333332, 0.982, 0.9826666666666668, 0.9826666666666668, 0.9826666666666668, 0.9833333333333332, 0.9833333333333332, 0.9846666666666668, 0.9846666666666668, 0.9846666666666668, 0.9846666666666668, 0.9853333333333332, 0.986, 0.986, 0.986, 0.986, 0.9886666666666668]",0.4786666666666667,0.9886666666666668,0.984
122,gaussian,15.0,knn,0.2,LDST,,False,0.35,spiral_hard,31.18022155761719,0.1,99.0,1.0,20,0.7930333333333334,0.2330549267638187,"[0.3153333333333333, 0.37933333333333336, 0.4106666666666667, 0.5093333333333333, 0.5206666666666667, 0.5533333333333333, 0.8573333333333333, 0.8806666666666667, 0.884, 0.8906666666666667, 0.9626666666666668, 0.9633333333333334, 0.9640000000000001, 0.9640000000000001, 0.966, 0.966, 0.9666666666666668, 0.9686666666666668, 0.9686666666666668, 0.9693333333333334]",0.3153333333333333,0.9693333333333334,0.9266666666666667
123,gaussian,15.0,knn,0.2,RF,,False,0.15,spiral_hard,0.5318689346313477,0.1,,,20,0.8565333333333331,0.022195695278339176,"[0.8073333333333333, 0.8113333333333334, 0.8340000000000001, 0.8346666666666667, 0.8433333333333334, 0.8473333333333334, 0.85, 0.8513333333333334, 0.8533333333333334, 0.856, 0.8566666666666667, 0.862, 0.8686666666666667, 0.8686666666666667, 0.8733333333333333, 0.8773333333333333, 0.8786666666666667, 0.8833333333333333, 0.8859999999999999, 0.8873333333333333]",0.8073333333333333,0.8873333333333333,0.8563333333333334
