,aff_sigma,corruption_level,can_plot,aff_k,algorithm,labeled_percent,aff_dist_func,aff_mask_func,dataset,elapsed_time,experiments,mean_acc,sd_acc,each_acc,min_acc,max_acc,median_acc
53,0.2,0.2,False,15.0,LP,0.01,gaussian,knn,spiral,3.7502474784851074,20,0.8321333333333334,0.018515579025962618,"[0.812, 0.812, 0.812, 0.812, 0.812, 0.812, 0.812, 0.812, 0.83, 0.83, 0.83, 0.83, 0.8533333333333334, 0.8533333333333334, 0.8533333333333334, 0.8533333333333334, 0.8533333333333334, 0.8533333333333334, 0.8533333333333334, 0.8533333333333334]",0.812,0.8533333333333334,0.83
54,0.2,0.1,False,15.0,LP,0.01,gaussian,knn,spiral_hard,4.8014276027679434,20,0.6465333333333333,0.08784471147048828,"[0.5433333333333333, 0.5433333333333333, 0.5433333333333333, 0.5433333333333333, 0.5433333333333333, 0.5433333333333333, 0.5433333333333333, 0.5433333333333333, 0.6926666666666667, 0.6926666666666667, 0.6926666666666667, 0.6926666666666667, 0.6926666666666667, 0.6926666666666667, 0.6926666666666667, 0.6926666666666667, 0.7606666666666667, 0.7606666666666667, 0.7606666666666667, 0.7606666666666667]",0.5433333333333333,0.7606666666666667,0.6926666666666667
55,0.2,0.15,False,15.0,LP,0.1,gaussian,knn,spiral,3.521757841110229,20,0.9746666666666665,0.005448751131120591,"[0.97, 0.97, 0.97, 0.97, 0.97, 0.97, 0.97, 0.97, 0.9706666666666668, 0.9706666666666668, 0.9706666666666668, 0.9706666666666668, 0.9813333333333332, 0.9813333333333332, 0.9813333333333332, 0.9813333333333332, 0.9813333333333332, 0.9813333333333332, 0.9813333333333332, 0.9813333333333332]",0.97,0.9813333333333332,0.9706666666666668
56,0.2,0.25,False,15.0,LP,0.05,gaussian,knn,spiral,4.988801956176758,20,0.8949333333333334,0.029383593305713218,"[0.86, 0.86, 0.86, 0.86, 0.86, 0.86, 0.86, 0.86, 0.9053333333333332, 0.9053333333333332, 0.9053333333333332, 0.9053333333333332, 0.9246666666666666, 0.9246666666666666, 0.9246666666666666, 0.9246666666666666, 0.9246666666666666, 0.9246666666666666, 0.9246666666666666, 0.9246666666666666]",0.86,0.9246666666666666,0.9053333333333332
57,0.2,0.2,False,15.0,LP,0.05,gaussian,knn,spiral_hard,4.765019416809082,20,0.8621333333333332,0.023647034110480327,"[0.8486666666666667, 0.8486666666666667, 0.8486666666666667, 0.8486666666666667, 0.8486666666666667, 0.8486666666666667, 0.8486666666666667, 0.8486666666666667, 0.852, 0.852, 0.852, 0.852, 0.852, 0.852, 0.852, 0.852, 0.9093333333333332, 0.9093333333333332, 0.9093333333333332, 0.9093333333333332]",0.8486666666666667,0.9093333333333332,0.852
58,0.2,0.3,False,15.0,LP,0.1,gaussian,knn,spiral,5.093332529067993,20,0.8269333333333332,0.017751870011040765,"[0.812, 0.812, 0.812, 0.812, 0.812, 0.812, 0.812, 0.812, 0.8133333333333334, 0.8133333333333334, 0.8133333333333334, 0.8133333333333334, 0.8486666666666667, 0.8486666666666667, 0.8486666666666667, 0.8486666666666667, 0.8486666666666667, 0.8486666666666667, 0.8486666666666667, 0.8486666666666667]",0.812,0.8486666666666667,0.8133333333333334
59,0.2,0.0,False,15.0,LP,0.5,gaussian,knn,spiral_hard,0.7951920032501221,20,0.9959999999999999,0.0014605934866804443,"[0.9933333333333332, 0.9933333333333332, 0.9933333333333332, 0.9933333333333332, 0.996, 0.996, 0.996, 0.996, 0.996, 0.996, 0.996, 0.996, 0.9973333333333332, 0.9973333333333332, 0.9973333333333332, 0.9973333333333332, 0.9973333333333332, 0.9973333333333332, 0.9973333333333332, 0.9973333333333332]",0.9933333333333332,0.9973333333333332,0.996
60,0.2,0.3,False,15.0,LP,0.01,gaussian,knn,spiral_hard,3.9181635379791264,20,0.612,0.03204996099841619,"[0.594, 0.594, 0.594, 0.594, 0.594, 0.594, 0.594, 0.594, 0.598, 0.598, 0.598, 0.598, 0.598, 0.598, 0.598, 0.598, 0.6759999999999999, 0.6759999999999999, 0.6759999999999999, 0.6759999999999999]",0.594,0.6759999999999999,0.598
61,0.2,0.15,False,15.0,LP,0.1,gaussian,knn,spiral_hard,2.717247009277344,20,0.9470666666666668,0.01790642342847958,"[0.9266666666666666, 0.9266666666666666, 0.9266666666666666, 0.9266666666666666, 0.9266666666666666, 0.9266666666666666, 0.9266666666666666, 0.9266666666666666, 0.9546666666666668, 0.9546666666666668, 0.9546666666666668, 0.9546666666666668, 0.9546666666666668, 0.9546666666666668, 0.9546666666666668, 0.9546666666666668, 0.9726666666666668, 0.9726666666666668, 0.9726666666666668, 0.9726666666666668]",0.9266666666666666,0.9726666666666668,0.9546666666666668
62,0.2,0.1,False,15.0,LP,0.01,gaussian,knn,spiral,3.2774965763092037,20,0.9650666666666666,0.03737997086973491,"[0.9193333333333332, 0.9193333333333332, 0.9193333333333332, 0.9193333333333332, 0.9193333333333332, 0.9193333333333332, 0.9193333333333332, 0.9193333333333332, 0.9940000000000001, 0.9940000000000001, 0.9940000000000001, 0.9940000000000001, 0.9940000000000001, 0.9940000000000001, 0.9940000000000001, 0.9940000000000001, 0.9986666666666668, 0.9986666666666668, 0.9986666666666668, 0.9986666666666668]",0.9193333333333332,0.9986666666666668,0.9940000000000001
63,0.2,0.4,False,15.0,LP,0.01,gaussian,knn,spiral,4.755512714385986,20,0.6012,0.10961459756802466,"[0.4673333333333333, 0.4673333333333333, 0.4673333333333333, 0.4673333333333333, 0.4673333333333333, 0.4673333333333333, 0.4673333333333333, 0.4673333333333333, 0.6753333333333333, 0.6753333333333333, 0.6753333333333333, 0.6753333333333333, 0.698, 0.698, 0.698, 0.698, 0.698, 0.698, 0.698, 0.698]",0.4673333333333333,0.698,0.6753333333333333
