,aff_dist_func,aff_k,aff_mask_func,aff_sigma,algorithm,alpha,can_plot,corruption_level,dataset,elapsed_time,labeled_percent,mu,tuning_iter,experiments,mean_acc,sd_acc
175,gaussian,15.0,knn,0.2,LGC,0.99,False,0.1,gaussians_sd=2,7.002360820770264,0.01,,,20,0.9833000000000001,0.016380170939278987
176,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussians_sd=3,19.986177682876587,0.1,99.0,1.0,20,0.9007999999999999,0.20929586713549794
177,gaussian,15.0,knn,0.2,GTAM,,False,0.4,gaussians_sd=3,22.045852184295654,0.1,99.0,0.0,20,0.79665,0.2408084871843184
178,gaussian,15.0,knn,0.2,LGC,0.99,False,0.0,gaussians_sd=2,7.0656139850616455,0.01,,,20,1.0,0.0
179,gaussian,15.0,knn,0.2,LGC,0.2,False,0.2,gaussians_sd=1,8.368529558181763,0.1,,,20,0.8542500000000001,0.015452750564219941
180,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.0,gaussians_sd=0.4,8.601654291152954,0.01,,,20,0.9856,0.013577186748365807
181,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussians_sd=2,22.28842091560364,0.1,99.0,0.75,20,0.99415,0.00370506410200959
182,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.2,gaussians_sd=2,5.553456783294678,0.1,,,20,1.0,0.0
183,gaussian,15.0,knn,0.2,LDST,,False,0.3,gaussians_sd=1,9.973612546920775,0.1,99.0,0.25,20,0.9543500000000004,0.14310914541006806
184,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussians_sd=0.4,4.812188625335693,0.01,99.0,0.1,20,0.6094499999999999,0.3948573761499207
185,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussians_sd=2,24.71562075614929,0.1,99.0,0.75,20,0.7172,0.3631394497985587
186,gaussian,15.0,knn,0.2,LDST,,False,0.0,gaussians_sd=1,3.990622758865357,0.05,99.0,1.0,20,1.0,0.0
187,gaussian,15.0,knn,0.2,LGC,0.9,False,0.15,gaussians_sd=3,1.373990774154663,0.05,,,20,0.9534000000000002,0.014093970341958282
188,gaussian,15.0,knn,0.2,LDST,,False,0.3,gaussians_sd=2,28.12716484069824,0.05,99.0,0.5,20,0.7856500000000001,0.3393890503537202
189,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussians_sd=3,7.346825361251831,0.05,99.0,0.1,20,0.7219000000000001,0.36760384927255596
190,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.15,gaussians_sd=2,6.009790182113648,0.01,,,20,1.0,0.0
191,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussians_sd=1,23.257158756256104,0.1,99.0,0.5,20,0.76235,0.3069837577136615
192,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.0,gaussians_sd=3,7.152360677719116,0.1,,,20,0.9976999999999998,0.00290000000000002
193,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.1,gaussians_sd=0.4,7.579788684844972,0.05,,,20,0.9124500000000001,0.020626378741795674
194,gaussian,15.0,knn,0.2,LDST,,False,0.2,gaussians_sd=0.4,26.64543128013611,0.1,99.0,0.5,20,0.9914000000000002,0.0035693136595149415
195,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussians_sd=0.4,23.02409648895264,0.1,99.0,0.75,20,0.99505,0.003138072656902659
196,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.15,gaussians_sd=3,3.449018716812134,0.05,,,20,0.8526,0.02270550594018993
197,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.35,gaussians_sd=1,6.705886125564575,0.05,,,20,0.6718999999999999,0.027158608211762247
198,gaussian,15.0,knn,0.2,LGC,0.4,False,0.4,gaussians_sd=1,0.07337164878845215,0.05,,,20,0.6160500000000001,0.02982025318470654
199,gaussian,15.0,knn,0.2,GTAM,,False,0.3,gaussians_sd=1,8.200867652893066,0.01,99.0,0.0,20,0.7234,0.35957480445659706
200,gaussian,15.0,knn,0.2,LDST,,False,0.0,gaussians_sd=2,21.40562057495117,0.1,99.0,0.5,20,1.0,0.0
201,gaussian,15.0,knn,0.2,LGC,0.9,False,0.3,gaussians_sd=0.4,0.40496110916137695,0.1,,,20,0.8775000000000001,0.039275310310677373
202,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussians_sd=3,18.26215386390686,0.1,99.0,0.1,20,0.79085,0.2839396546803563
203,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussians_sd=1,8.214354276657103,0.1,99.0,0.25,20,0.9910999999999998,0.0013747727084867363
204,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussians_sd=0.4,8.802667140960693,0.1,99.0,1.0,20,0.99505,0.003138072656902659
205,gaussian,15.0,knn,0.2,LDST,,False,0.3,gaussians_sd=3,23.352282762527466,0.1,99.0,0.5,20,0.9878499999999999,0.005396989901787849
206,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.3,gaussians_sd=1,8.911773204803467,0.1,,,20,0.7359000000000001,0.028670367978105907
207,gaussian,15.0,knn,0.2,LGC,0.4,False,0.25,gaussians_sd=0.4,0.7088391780853271,0.01,,,20,0.8049499999999998,0.0448547377653688
208,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.25,gaussians_sd=3,7.317896842956543,0.1,,,20,0.7888999999999999,0.024903614195533944
209,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.15,gaussians_sd=0.4,7.318627595901488,0.05,,,20,0.8626999999999999,0.020142244164938525
210,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.0,gaussians_sd=2,5.486072301864624,0.1,,,20,1.0,0.0
211,gaussian,15.0,knn,0.2,LDST,,False,0.3,gaussians_sd=0.4,8.545720100402832,0.01,99.0,0.25,20,0.8145,0.26625035211244324
212,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.15,gaussians_sd=1,8.342069864273071,0.01,,,20,0.7976,0.05508302823919544
213,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.1,gaussians_sd=3,8.135266065597534,0.05,,,20,0.9989999999999999,2.220446049250313e-16
214,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.15,gaussians_sd=2,4.745872974395752,0.1,,,20,1.0,0.0
215,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.3,gaussians_sd=0.4,6.44200611114502,0.1,,,20,1.0,0.0
216,gaussian,15.0,knn,0.2,LDST,,False,0.25,gaussians_sd=2,22.154422521591187,0.1,99.0,0.75,20,0.9513,0.17034556055266017
217,gaussian,15.0,knn,0.2,GTAM,,False,0.15,gaussians_sd=3,21.674752473831177,0.1,99.0,0.0,20,0.9831000000000001,0.0003000000000000336
218,gaussian,15.0,knn,0.2,GTAM,,False,0.4,gaussians_sd=2,24.09288263320923,0.1,99.0,0.0,20,0.8118000000000001,0.26056987546529625
219,gaussian,15.0,knn,0.2,LGC,0.2,False,0.3,gaussians_sd=3,6.100648403167725,0.1,,,20,0.7482500000000001,0.01855498585286445
220,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.3,gaussians_sd=2,4.88100266456604,0.01,,,20,0.9828000000000001,0.05227580702389969
221,gaussian,15.0,knn,0.2,LGC,0.2,False,0.3,gaussians_sd=3,5.483172416687012,0.05,,,20,0.69805,0.034018340641483374
222,gaussian,15.0,knn,0.2,LGC,0.9,False,0.35,gaussians_sd=0.4,1.5040252208709717,0.05,,,20,0.7870999999999999,0.03668909919853581
223,gaussian,15.0,knn,0.2,GTAM,,False,0.25,gaussians_sd=3,22.020100116729736,0.01,99.0,0.0,20,0.9096,0.23033549444234602
224,gaussian,15.0,knn,0.2,LGC,0.9,False,0.15,gaussians_sd=2,7.154555320739746,0.01,,,20,0.8226000000000001,0.06400890563038865
225,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussians_sd=3,22.662498950958252,0.01,99.0,0.25,20,0.52965,0.3930736922003303
226,gaussian,15.0,knn,0.2,LGC,0.2,False,0.1,gaussians_sd=0.4,8.540569305419924,0.1,,,20,0.9374,0.01704523393796635
227,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussians_sd=0.4,8.701164960861206,0.01,99.0,1.0,20,0.8126000000000001,0.2834982186892892
228,gaussian,15.0,knn,0.2,LDST,,False,0.25,gaussians_sd=0.4,23.050504207611084,0.1,99.0,0.75,20,0.98955,0.004873140671066245
229,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussians_sd=3,8.711920499801638,0.05,99.0,1.0,20,0.9569500000000002,0.16632151845146198
230,gaussian,15.0,knn,0.2,LGC,0.2,False,0.25,gaussians_sd=0.4,4.494276285171509,0.05,,,20,0.78985,0.027891351706218905
231,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussians_sd=2,26.233794689178467,0.1,99.0,0.25,20,0.89825,0.22219110580759077
232,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.1,gaussians_sd=0.4,8.424409866333008,0.1,,,20,1.0,0.0
233,gaussian,15.0,knn,0.2,LGC,0.2,False,0.4,gaussians_sd=0.4,5.843764781951903,0.1,,,20,0.62675,0.022812003419252783
234,gaussian,15.0,knn,0.2,LDST,,False,0.1,gaussians_sd=2,8.796512126922607,0.05,99.0,0.1,20,0.99555,0.000804673846971544
235,gaussian,15.0,knn,0.2,LGC,0.2,False,0.15,gaussians_sd=3,5.304088592529297,0.01,,,20,0.8091999999999999,0.05766246612832305
236,gaussian,15.0,knn,0.2,GTAM,,False,0.4,gaussians_sd=2,26.29146862030029,0.01,99.0,0.0,20,0.6393000000000001,0.42555341615360115
237,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussians_sd=0.4,26.108547449111942,0.01,99.0,0.5,20,0.6365,0.40444622633917604
238,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussians_sd=1,1.8473129272460935,0.05,99.0,1.0,20,0.6809,0.3450520105723194
239,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussians_sd=2,24.41549587249756,0.1,99.0,1.0,20,0.8057000000000001,0.2925512091925104
240,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussians_sd=3,21.70752239227295,0.1,99.0,0.25,20,0.7776000000000001,0.30697644860803247
241,gaussian,15.0,knn,0.2,GTAM,,False,0.15,gaussians_sd=3,23.321411848068237,0.01,99.0,0.0,20,0.92485,0.17843577976403724
242,gaussian,15.0,knn,0.2,LDST,,False,0.0,gaussians_sd=3,16.391364097595215,0.05,99.0,0.75,20,0.9990499999999999,0.00021794494717700965
243,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussians_sd=3,7.386788368225098,0.05,99.0,1.0,20,0.77925,0.3172410558234857
244,gaussian,15.0,knn,0.2,LGC,0.4,False,0.25,gaussians_sd=0.4,2.4079818725585938,0.1,,,20,0.81235,0.024650101419669664
245,gaussian,15.0,knn,0.2,LGC,0.99,False,0.35,gaussians_sd=2,5.655818462371826,0.05,,,20,0.9718500000000001,0.022163652677300288
246,gaussian,15.0,knn,0.2,LGC,0.2,False,0.0,gaussians_sd=2,3.742733001708984,0.01,,,20,0.9961,0.009705153270299234
247,gaussian,15.0,knn,0.2,LGC,0.2,False,0.3,gaussians_sd=2,8.947775125503538,0.05,,,20,0.70145,0.04172705956570626
248,gaussian,15.0,knn,0.2,LDST,,False,0.2,gaussians_sd=0.4,10.879478454589844,0.1,99.0,1.0,20,0.9914000000000002,0.0035693136595149415
249,gaussian,15.0,knn,0.2,LGC,0.2,False,0.35,gaussians_sd=1,7.008187532424928,0.01,,,20,0.59845,0.07591473835823977
250,gaussian,15.0,knn,0.2,LGC,0.9,False,0.15,gaussians_sd=0.4,1.081691026687622,0.05,,,20,0.9561999999999999,0.015217095649301834
251,gaussian,15.0,knn,0.2,LGC,0.9,False,0.3,gaussians_sd=1,0.6465258598327637,0.01,,,20,0.62215,0.052443564905524875
252,gaussian,15.0,knn,0.2,LGC,0.9,False,0.15,gaussians_sd=3,8.040509939193727,0.01,,,20,0.8576499999999999,0.054301266099419834
253,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.0,gaussians_sd=3,6.326229572296143,0.01,,,20,0.9989999999999999,2.220446049250313e-16
254,gaussian,15.0,knn,0.2,LGC,0.2,False,0.3,gaussians_sd=2,3.0631895065307617,0.1,,,20,0.7433500000000001,0.020751566205951765
255,gaussian,15.0,knn,0.2,LDST,,False,0.2,gaussians_sd=3,22.814198732376102,0.01,99.0,0.25,20,0.8507,0.29438174196101224
256,gaussian,15.0,knn,0.2,LGC,0.9,False,0.25,gaussians_sd=2,7.370567560195923,0.01,,,20,0.83245,0.06891260769989771
257,gaussian,15.0,knn,0.2,LGC,0.9,False,0.4,gaussians_sd=2,6.339977025985718,0.01,,,20,0.63195,0.06153086623801099
258,gaussian,15.0,knn,0.2,LDST,,False,0.0,gaussians_sd=0.4,6.577474355697633,0.1,99.0,1.0,20,1.0,0.0
259,gaussian,15.0,knn,0.2,LGC,0.9,False,0.1,gaussians_sd=0.4,0.5809743404388428,0.05,,,20,0.9779499999999999,0.012118065027057775
260,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.2,gaussians_sd=1,7.7854058742523184,0.05,,,20,0.8185,0.03244765014604294
261,gaussian,15.0,knn,0.2,LDST,,False,0.0,gaussians_sd=2,21.701199531555176,0.01,99.0,0.75,20,1.0,0.0
262,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussians_sd=2,22.279792547225952,0.1,99.0,0.1,20,0.7402500000000001,0.3396879266326668
263,gaussian,15.0,knn,0.2,LDST,,False,0.0,gaussians_sd=2,20.905572414398197,0.05,99.0,0.75,20,1.0,0.0
264,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.1,gaussians_sd=2,6.830995798110963,0.01,,,20,0.7909499999999999,0.05862207348772304
265,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.3,gaussians_sd=2,8.380927085876465,0.1,,,20,0.7264,0.020063399512545224
266,gaussian,15.0,knn,0.2,GTAM,,False,0.15,gaussians_sd=2,9.23257613182068,0.05,99.0,0.0,20,0.9919500000000001,0.00021794494717703388
267,gaussian,15.0,knn,0.2,LGC,0.2,False,0.25,gaussians_sd=2,8.470443487167357,0.05,,,20,0.7819499999999999,0.034813036351344015
268,gaussian,15.0,knn,0.2,LDST,,False,0.0,gaussians_sd=0.4,20.86394023895264,0.1,99.0,0.5,20,1.0,0.0
269,gaussian,15.0,knn,0.2,GTAM,,False,0.0,gaussians_sd=2,25.056443691253662,0.05,99.0,0.0,20,1.0,0.0
270,gaussian,15.0,knn,0.2,LGC,0.2,False,0.4,gaussians_sd=1,7.602277040481567,0.1,,,20,0.6353000000000001,0.023677204226850778
271,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussians_sd=2,25.482516050338745,0.01,99.0,1.0,20,0.67445,0.3827579489703643
272,gaussian,15.0,knn,0.2,LGC,0.2,False,0.2,gaussians_sd=0.4,8.310656309127808,0.1,,,20,0.8492500000000002,0.030898017735770673
273,gaussian,15.0,knn,0.2,LDST,,False,0.25,gaussians_sd=0.4,24.19146966934204,0.05,99.0,0.5,20,0.9829000000000001,0.04818495615853562
274,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.0,gaussians_sd=1,8.757486581802366,0.01,,,20,1.0,0.0
275,gaussian,15.0,knn,0.2,LDST,,False,0.25,gaussians_sd=2,23.854839324951172,0.05,99.0,0.75,20,0.8565000000000002,0.29527673460670756
276,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussians_sd=3,20.237671852111816,0.1,99.0,0.75,20,0.9924999999999999,0.0035425979167836583
277,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussians_sd=1,9.680053234100342,0.05,99.0,0.25,20,0.9589500000000001,0.1624184333750329
278,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussians_sd=3,21.70076012611389,0.05,99.0,0.75,20,0.77925,0.3172410558234857
279,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussians_sd=3,23.81155633926392,0.01,99.0,0.75,20,0.9572,0.09742925638636478
280,gaussian,15.0,knn,0.2,LGC,0.4,False,0.2,gaussians_sd=1,1.6830148696899414,0.01,,,20,0.7887500000000001,0.06552928734543052
281,gaussian,15.0,knn,0.2,LDST,,False,0.1,gaussians_sd=3,23.39387583732605,0.1,99.0,0.75,20,0.99645,0.0023764469276632435
282,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.25,gaussians_sd=0.4,6.8634586334228525,0.05,,,20,0.7802,0.027623540685437122
283,gaussian,15.0,knn,0.2,LGC,0.99,False,0.1,gaussians_sd=1,5.883442401885986,0.1,,,20,1.0,0.0
284,gaussian,15.0,knn,0.2,GTAM,,False,0.2,gaussians_sd=0.4,8.174243688583374,0.1,99.0,0.0,20,0.9797500000000001,0.0006982120021884357
285,gaussian,15.0,knn,0.2,LGC,0.99,False,0.0,gaussians_sd=0.4,7.130795240402223,0.1,,,20,1.0,0.0
286,gaussian,15.0,knn,0.2,LGC,0.4,False,0.3,gaussians_sd=2,3.8034708499908447,0.1,,,20,0.7578499999999999,0.022448329559234474
287,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussians_sd=0.4,4.364134788513184,0.01,99.0,1.0,20,0.5886500000000001,0.39610860568788453
288,gaussian,15.0,knn,0.2,LGC,0.4,False,0.25,gaussians_sd=2,8.69213080406189,0.01,,,20,0.7956,0.06623397919497213
289,gaussian,15.0,knn,0.2,LGC,0.99,False,0.1,gaussians_sd=0.4,6.919070482254027,0.05,,,20,0.9999,0.0002999999999999669
290,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.35,gaussians_sd=3,8.167327404022219,0.1,,,20,0.6708000000000001,0.028881828196982276
291,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.15,gaussians_sd=0.4,6.227435111999513,0.1,,,20,0.8767999999999999,0.01775556250869006
292,gaussian,15.0,knn,0.2,GTAM,,False,0.1,gaussians_sd=3,9.483857154846193,0.05,99.0,0.0,20,0.9930499999999997,0.00021794494717705806
293,gaussian,15.0,knn,0.2,LGC,0.2,False,0.4,gaussians_sd=3,6.059906005859375,0.1,,,20,0.6207499999999999,0.018983874736207038
294,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.4,gaussians_sd=3,9.103215456008913,0.01,,,20,0.9604000000000001,0.09499336818957416
295,gaussian,15.0,knn,0.2,LDST,,False,0.25,gaussians_sd=3,21.18189477920532,0.01,99.0,0.5,20,0.8475000000000001,0.3010658565829078
296,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussians_sd=0.4,8.427034139633179,0.01,99.0,0.25,20,0.8288,0.290019240741024
297,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.0,gaussians_sd=2,6.183489561080933,0.01,,,20,0.9919499999999999,0.0173737589484832
298,gaussian,15.0,knn,0.2,GTAM,,False,0.35,gaussians_sd=3,22.731679677963253,0.1,99.0,0.0,20,0.9453500000000001,0.05345958754049642
299,gaussian,15.0,knn,0.2,LDST,,False,0.2,gaussians_sd=1,10.077665328979492,0.05,99.0,0.25,20,0.9239499999999999,0.21315709582371403
300,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussians_sd=1,8.818947553634645,0.01,99.0,1.0,20,0.8608500000000001,0.30379372524790565
301,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussians_sd=1,21.51381611824036,0.01,99.0,0.5,20,0.7478,0.3302439401412235
302,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.15,gaussians_sd=2,6.890044450759888,0.1,,,20,0.8702500000000002,0.019266226926930988
303,gaussian,15.0,knn,0.2,LGC,0.4,False,0.3,gaussians_sd=3,0.6009867191314697,0.05,,,20,0.7061,0.035246134539832885
304,gaussian,15.0,knn,0.2,LDST,,False,0.25,gaussians_sd=3,8.948938846588135,0.05,99.0,1.0,20,0.9572499999999998,0.1562929540958261
305,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussians_sd=3,21.17647767066956,0.1,99.0,0.5,20,0.9923500000000001,0.003320767983464044
306,gaussian,15.0,knn,0.2,LGC,0.4,False,0.3,gaussians_sd=0.4,1.0761551856994631,0.05,,,20,0.7246000000000001,0.03044568935005413
307,gaussian,15.0,knn,0.2,LGC,0.4,False,0.15,gaussians_sd=0.4,1.1143500804901123,0.05,,,20,0.8802,0.01927070315271343
308,gaussian,15.0,knn,0.2,LGC,0.99,False,0.0,gaussians_sd=3,8.402683258056639,0.05,,,20,0.9989999999999999,2.220446049250313e-16
309,gaussian,15.0,knn,0.2,LGC,0.9,False,0.15,gaussians_sd=0.4,0.9767446517944336,0.01,,,20,0.8477,0.05699043779442302
310,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussians_sd=2,25.509270191192627,0.01,99.0,0.1,20,0.7614500000000002,0.3104400868122543
311,gaussian,15.0,knn,0.2,LGC,0.2,False,0.25,gaussians_sd=1,2.066671371459961,0.05,,,20,0.7635,0.023747631460842574
312,gaussian,15.0,knn,0.2,GTAM,,False,0.1,gaussians_sd=0.4,7.880488395690918,0.05,99.0,0.0,20,0.9950000000000001,1.1102230246251565e-16
313,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussians_sd=1,8.380315542221071,0.01,99.0,0.25,20,0.6910499999999999,0.3295679709862595
314,gaussian,15.0,knn,0.2,LDST,,False,0.25,gaussians_sd=0.4,8.82518196105957,0.1,99.0,0.25,20,0.9549,0.14731663178338011
315,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.3,gaussians_sd=1,5.3093037605285645,0.05,,,20,0.7167000000000001,0.025098007889073577
316,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.25,gaussians_sd=2,6.117204427719116,0.1,,,20,1.0,0.0
317,gaussian,15.0,knn,0.2,LGC,0.99,False,0.3,gaussians_sd=3,7.666840076446532,0.01,,,20,0.7903,0.07092961299767539
318,gaussian,15.0,knn,0.2,LGC,0.2,False,0.35,gaussians_sd=0.4,5.823961019515991,0.01,,,20,0.61045,0.06823523649845438
319,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.4,gaussians_sd=0.4,2.144863605499268,0.05,,,20,0.9999,0.0004358898943540677
320,gaussian,15.0,knn,0.2,GTAM,,False,0.3,gaussians_sd=3,9.598536014556883,0.05,99.0,0.0,20,0.93535,0.1653421528225637
321,gaussian,15.0,knn,0.2,GTAM,,False,0.3,gaussians_sd=0.4,9.081408739089968,0.1,99.0,0.0,20,0.9482999999999999,0.06504544565148278
322,gaussian,15.0,knn,0.2,LDST,,False,0.1,gaussians_sd=1,8.669761180877687,0.01,99.0,0.1,20,0.9779999999999998,0.06344840423525247
323,gaussian,15.0,knn,0.2,LGC,0.99,False,0.0,gaussians_sd=2,2.5147526264190674,0.1,,,20,1.0,0.0
324,gaussian,15.0,knn,0.2,LDST,,False,0.1,gaussians_sd=2,23.09989285469055,0.05,99.0,0.5,20,0.99685,0.0009630680142129122
325,gaussian,15.0,knn,0.2,LGC,0.2,False,0.3,gaussians_sd=0.4,2.429065465927124,0.01,,,20,0.5832499999999999,0.06254988009580834
326,gaussian,15.0,knn,0.2,LGC,0.9,False,0.4,gaussians_sd=0.4,0.3798978328704834,0.05,,,20,0.6812,0.04331466264442099
327,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.3,gaussians_sd=1,1.4910035133361816,0.05,,,20,1.0,0.0
328,gaussian,15.0,knn,0.2,LDST,,False,0.2,gaussians_sd=0.4,24.70230937004089,0.01,99.0,0.75,20,0.8789,0.261183249845774
329,gaussian,15.0,knn,0.2,LGC,0.9,False,0.1,gaussians_sd=2,9.020952701568604,0.1,,,20,0.9889999999999999,0.0040496913462633
330,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.4,gaussians_sd=1,7.873279094696045,0.1,,,20,1.0,0.0
331,gaussian,15.0,knn,0.2,LGC,0.4,False,0.2,gaussians_sd=0.4,1.2505214214324951,0.05,,,20,0.8301000000000001,0.03541878032908532
332,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussians_sd=2,24.738521814346317,0.05,99.0,0.5,20,0.7912000000000001,0.32049471134482077
333,gaussian,15.0,knn,0.2,LDST,,False,0.3,gaussians_sd=0.4,23.405629634857178,0.01,99.0,0.5,20,0.5865499999999999,0.37706942000114513
334,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.4,gaussians_sd=1,5.423623561859131,0.01,,,20,0.9866000000000001,0.05268434302522904
335,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.0,gaussians_sd=0.4,3.6624054908752437,0.01,,,20,1.0,0.0
336,gaussian,15.0,knn,0.2,GTAM,,False,0.4,gaussians_sd=0.4,5.953783512115479,0.05,99.0,0.0,20,0.77125,0.30286793739186063
337,gaussian,15.0,knn,0.2,LDST,,False,0.0,gaussians_sd=3,19.70003461837769,0.01,99.0,1.0,20,0.9989999999999999,2.220446049250313e-16
338,gaussian,15.0,knn,0.2,GTAM,,False,0.25,gaussians_sd=1,9.465339422225954,0.05,99.0,0.0,20,0.9869999999999998,2.220446049250313e-16
339,gaussian,15.0,knn,0.2,LGC,0.99,False,0.25,gaussians_sd=3,7.559133529663086,0.05,,,20,0.9974500000000001,0.002765411361804988
340,gaussian,15.0,knn,0.2,LGC,0.99,False,0.4,gaussians_sd=1,7.539276123046875,0.01,,,20,0.8102500000000001,0.08523137626484743
341,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.35,gaussians_sd=3,9.094448804855348,0.01,,,20,0.9846999999999999,0.031067829019743254
342,gaussian,15.0,knn,0.2,LGC,0.2,False,0.15,gaussians_sd=1,8.20024037361145,0.05,,,20,0.8769500000000001,0.026865358735739944
343,gaussian,15.0,knn,0.2,LGC,0.4,False,0.4,gaussians_sd=2,3.7532975673675537,0.01,,,20,0.6093999999999999,0.048077437535709
344,gaussian,15.0,knn,0.2,LGC,0.9,False,0.0,gaussians_sd=1,2.0213756561279297,0.01,,,20,0.9967499999999999,0.0068181742424200335
345,gaussian,15.0,knn,0.2,GTAM,,False,0.3,gaussians_sd=0.4,9.443997383117676,0.05,99.0,0.0,20,0.9052499999999999,0.20833359666650025
346,gaussian,15.0,knn,0.2,LGC,0.9,False,0.0,gaussians_sd=3,2.0569121837615967,0.05,,,20,0.9990499999999999,0.00021794494717700965
347,gaussian,15.0,knn,0.2,LGC,0.9,False,0.3,gaussians_sd=3,5.626281023025513,0.1,,,20,0.88275,0.027345703501647205
348,gaussian,15.0,knn,0.2,LGC,0.2,False,0.25,gaussians_sd=2,7.931083679199219,0.01,,,20,0.7925000000000001,0.06516018723116133
349,gaussian,15.0,knn,0.2,LGC,0.2,False,0.15,gaussians_sd=1,7.455193758010863,0.1,,,20,0.9015500000000001,0.0243340810387407
350,gaussian,15.0,knn,0.2,LDST,,False,0.2,gaussians_sd=0.4,23.374208688735962,0.1,99.0,0.75,20,0.9914000000000002,0.0035693136595149415
351,gaussian,15.0,knn,0.2,LDST,,False,0.1,gaussians_sd=1,7.769514083862305,0.1,99.0,0.25,20,0.9928999999999997,0.000830662386291823
352,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussians_sd=2,25.469031810760498,0.1,99.0,1.0,20,0.7172,0.3631394497985587
353,gaussian,15.0,knn,0.2,LDST,,False,0.1,gaussians_sd=0.4,18.81856465339661,0.1,99.0,0.75,20,0.99655,0.0023764469276632595
354,gaussian,15.0,knn,0.2,LDST,,False,0.0,gaussians_sd=3,22.256356716156006,0.1,99.0,0.75,20,0.9990499999999999,0.00021794494717700965
355,gaussian,15.0,knn,0.2,LDST,,False,0.25,gaussians_sd=0.4,21.424412250518802,0.01,99.0,0.75,20,0.9524999999999999,0.16500287876276587
