,aff_dist_func,aff_k,aff_mask_func,aff_sigma,algorithm,alpha,can_plot,corruption_level,dataset,dataset_sd,elapsed_time,labeled_percent,mu,tuning_iter,experiments,mean_acc,sd_acc
147,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.2,gaussian,1.0,4.0890209674835205,0.1,,,20,0.8276,0.020441134997841975
148,gaussian,15.0,knn,0.2,LDST,,False,0.15,gaussian,3.0,6.532681226730348,0.1,99.0,1.0,20,0.579,0.060568143441911776
149,gaussian,15.0,knn,0.2,LGC,0.9,False,0.35,gaussian,0.4,3.0047061443328857,0.1,,,20,0.7911999999999999,0.0361933695585255
150,gaussian,15.0,knn,0.2,RF,,False,0.2,gaussian,1.0,0.14926910400390625,0.1,,,20,0.7407999999999999,0.029057873287630674
151,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussian,0.4,4.804741144180298,0.1,99.0,1.0,20,0.7851000000000001,0.30838107918612645
152,gaussian,15.0,knn,0.2,LGC,0.9,False,0.25,gaussian,2.0,2.8857054710388184,0.1,,,20,0.59925,0.04336112890596829
153,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.25,gaussian,0.4,3.390961170196533,0.1,,,20,0.784,0.01875899784103617
154,gaussian,15.0,knn,0.2,LDST,,False,0.4,gaussian,1.0,5.223544120788574,0.1,99.0,2.0,20,0.6099,0.25896349163540405
155,gaussian,15.0,knn,0.2,LDST,,False,0.2,gaussian,0.4,5.117493391036987,0.1,99.0,2.0,20,0.9833000000000002,0.0019000000000000098
156,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.25,gaussian,1.0,3.0880215167999268,0.1,,,20,0.6675499999999999,0.03491915663357294
157,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.35,gaussian,1.0,2.009559154510498,0.1,,,20,0.7169,0.09119808112016393
158,gaussian,15.0,knn,0.2,LGC,0.2,False,0.15,gaussian,0.4,2.7264628410339355,0.1,,,20,0.87325,0.02072890493972123
159,gaussian,15.0,knn,0.2,RF,,False,0.35,gaussian,1.0,0.10524845123291016,0.1,,,20,0.6155,0.03120977411004444
160,gaussian,15.0,knn,0.2,LGC,0.9,False,0.2,gaussian,3.0,2.0528688430786133,0.1,,,20,0.5694999999999999,0.026211638636300476
161,gaussian,15.0,knn,0.2,LDST,,False,0.0,gaussian,1.0,5.6752567291259775,0.1,99.0,1.0,20,0.84385,0.020613769669810517
162,gaussian,15.0,knn,0.2,LGC,0.9,False,0.0,gaussian,0.4,2.949941396713257,0.1,,,20,0.9923500000000001,0.0033656351555092895
163,gaussian,15.0,knn,0.2,RF,,False,0.1,gaussian,1.0,0.3729472160339356,0.1,,,20,0.7915500000000001,0.024160867120200796
164,gaussian,15.0,knn,0.2,LGC,0.2,False,0.1,gaussian,3.0,1.0409653186798096,0.1,,,20,0.57275,0.020181365166905822
165,gaussian,15.0,knn,0.2,LGC,0.2,False,0.3,gaussian,1.0,1.7108306884765625,0.1,,,20,0.6422000000000001,0.03130431280191278
166,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.15,gaussian,0.4,2.9502499103546143,0.1,,,20,0.85745,0.023478660523973696
167,gaussian,15.0,knn,0.2,RF,,False,0.0,gaussian,1.0,0.4003353118896485,0.1,,,20,0.82075,0.01857653089249982
168,gaussian,15.0,knn,0.2,RF,,False,0.2,gaussian,0.4,0.23726630210876465,0.1,,,20,0.8858499999999999,0.021891265381425534
169,gaussian,15.0,knn,0.2,LDST,,False,0.1,gaussian,2.0,5.56139087677002,0.1,99.0,1.0,20,0.6422000000000001,0.09430355242513402
170,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.2,gaussian,0.4,3.59358811378479,0.1,,,20,0.8251999999999999,0.02225893079193158
171,gaussian,15.0,knn,0.2,LGC,0.2,False,0.4,gaussian,1.0,3.3213624954223637,0.1,,,20,0.56545,0.04099814020172135
172,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.15,gaussian,0.4,4.386489152908325,0.1,,,20,0.9932499999999997,0.0031917863337009066
173,gaussian,15.0,knn,0.2,RF,,False,0.2,gaussian,3.0,0.2921938896179199,0.1,,,20,0.57065,0.02480579569374868
174,gaussian,15.0,knn,0.2,LDST,,False,0.0,gaussian,2.0,6.361433982849121,0.1,99.0,1.0,20,0.6962500000000001,0.028951468011138924
175,gaussian,15.0,knn,0.2,LDST,,False,0.25,gaussian,2.0,1.9152953624725344,0.1,99.0,2.0,20,0.6106999999999999,0.08256094718448909
176,gaussian,15.0,knn,0.2,GTAM,,False,0.25,gaussian,3.0,5.319858312606812,0.1,99.0,0.0,20,0.5314499999999999,0.0730633115865959
177,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.0,gaussian,1.0,3.460357189178467,0.1,,,20,0.8445,0.010749418588928434
178,gaussian,15.0,knn,0.2,RF,,False,0.35,gaussian,0.4,0.3594987392425537,0.1,,,20,0.7006,0.03764890436652838
179,gaussian,15.0,knn,0.2,LGC,0.2,False,0.25,gaussian,3.0,3.004960775375366,0.1,,,20,0.5436,0.02274730753298068
180,gaussian,15.0,knn,0.2,LDST,,False,0.2,gaussian,2.0,6.258857011795044,0.1,99.0,1.0,20,0.6042,0.10193164376188583
181,gaussian,15.0,knn,0.2,LDST,,False,0.3,gaussian,0.4,4.0896949768066415,0.1,99.0,1.0,20,0.95015,0.06784929992269632
182,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.4,gaussian,1.0,1.6067068576812744,0.1,,,20,0.67625,0.11581013556679744
