,aff_dist_func,aff_k,aff_mask_func,aff_sigma,algorithm,alpha,can_plot,corruption_level,dataset,dataset_sd,elapsed_time,labeled_percent,mu,tuning_iter,experiments,mean_acc,sd_acc
185,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.15,spiral,0.04,1.5962228775024414,0.1,,,20,1.0,0.0
186,gaussian,15.0,knn,0.2,LGC,0.2,False,0.15,spiral,0.15,2.08398985862732,0.1,,,20,0.8688500000000001,0.021617758903272093
187,gaussian,15.0,knn,0.2,LDST,,False,0.35,spiral,0.1,6.245074033737183,0.1,99.0,1.0,20,0.8067500000000001,0.29337346079698484
188,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.0,spiral,0.04,3.342031240463257,0.1,,,20,1.0,0.0
189,gaussian,15.0,knn,0.2,LDST,,False,0.25,spiral,0.075,6.669272422790527,0.1,99.0,1.0,20,0.98245,0.0015644487847162017
190,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.25,spiral,0.1,1.7152011394500732,0.1,,,20,0.79615,0.02035503623185182
191,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.3,spiral,0.15,0.8839786052703857,0.1,,,20,0.7192500000000001,0.02097111108167613
192,gaussian,15.0,knn,0.2,LDST,,False,0.25,spiral,0.15,1.6086618900299072,0.1,99.0,2.0,20,0.8420500000000001,0.26979167425997413
193,gaussian,15.0,knn,0.2,RF,,False,0.35,spiral,0.1,0.4343514442443848,0.1,,,20,0.6711000000000001,0.03343785280187708
194,gaussian,15.0,knn,0.2,GTAM,,False,0.2,spiral,0.15,5.683550596237183,0.1,99.0,0.0,20,0.966,0.012239281024635382
195,gaussian,15.0,knn,0.2,LGC,0.9,False,0.2,spiral,0.04,2.4808549880981445,0.1,,,20,0.92865,0.03264395043495809
196,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.35,spiral,0.04,2.979245662689209,0.1,,,20,0.65525,0.029497245634126576
197,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.0,spiral,0.075,3.187833547592163,0.1,,,20,0.9982,0.005192301994298877
198,gaussian,15.0,knn,0.2,LGC,0.9,False,0.25,spiral,0.1,1.9119369983673096,0.1,,,20,0.9208000000000002,0.03151444113418482
199,gaussian,15.0,knn,0.2,LGC,0.2,False,0.1,spiral,0.15,1.3015315532684326,0.1,,,20,0.9133500000000001,0.013346441473291695
200,gaussian,15.0,knn,0.2,LDST,,False,0.25,spiral,0.15,4.049574613571167,0.1,99.0,1.0,20,0.8768499999999999,0.22353059633974046
201,gaussian,15.0,knn,0.2,GTAM,,False,0.3,spiral,0.15,5.651801586151122,0.1,99.0,0.0,20,0.95145,0.01173658809024158
202,gaussian,15.0,knn,0.2,LGC,0.2,False,0.2,spiral,0.1,2.099285125732422,0.1,,,20,0.8514000000000002,0.0240507796131435
203,gaussian,15.0,knn,0.2,LDST,,False,0.25,spiral,0.075,6.094917297363281,0.1,99.0,2.0,20,0.9875,0.002291287847477911
204,gaussian,15.0,knn,0.2,LDST,,False,0.3,spiral,0.04,6.042495727539063,0.1,99.0,2.0,20,0.96455,0.07075837406272137
205,gaussian,15.0,knn,0.2,LGC,0.9,False,0.15,spiral,0.1,2.926162004470825,0.1,,,20,0.96165,0.02296143505968215
206,gaussian,15.0,knn,0.2,RF,,False,0.15,spiral,0.1,0.12284350395202635,0.1,,,20,0.8798999999999999,0.02711069899504621
207,gaussian,15.0,knn,0.2,GTAM,,False,0.0,spiral,0.075,5.4658851623535165,0.1,99.0,0.0,20,0.9999,0.0002999999999999669
208,gaussian,15.0,knn,0.2,RF,,False,0.2,spiral,0.075,0.5625877380371094,0.1,,,20,0.8563999999999998,0.035041974830194736
209,gaussian,15.0,knn,0.2,GTAM,,False,0.15,spiral,0.15,4.375116109848023,0.1,99.0,0.0,20,0.9730500000000001,0.0034565155865408487
210,gaussian,15.0,knn,0.2,LGC,0.2,False,0.4,spiral,0.075,0.7934525012969971,0.1,,,20,0.6384000000000001,0.032944498782042496
211,gaussian,15.0,knn,0.2,LDST,,False,0.15,spiral,0.15,1.6198060512542725,0.1,99.0,2.0,20,0.9772500000000001,0.004035777496344406
212,gaussian,15.0,knn,0.2,RF,,False,0.4,spiral,0.15,0.19480609893798828,0.1,,,20,0.6383,0.041186284124693766
213,gaussian,15.0,knn,0.2,LGC,0.9,False,0.4,spiral,0.075,2.2468228340148926,0.1,,,20,0.7010500000000001,0.04628874053158067
214,gaussian,15.0,knn,0.2,LGC,0.2,False,0.35,spiral,0.15,2.217761516571045,0.1,,,20,0.66205,0.027719081875127113
215,gaussian,15.0,knn,0.2,GTAM,,False,0.3,spiral,0.075,6.274765968322754,0.1,99.0,0.0,20,0.9698999999999998,0.00029999999999996696
216,gaussian,15.0,knn,0.2,LGC,0.2,False,0.3,spiral,0.1,2.080497026443481,0.1,,,20,0.7351,0.0196644349016187
217,gaussian,15.0,knn,0.2,LGC,0.9,False,0.15,spiral,0.04,2.6778993606567383,0.1,,,20,0.9513,0.02509601562001426
218,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.35,spiral,0.15,0.5861003398895264,0.1,,,20,0.65245,0.025784636898742636
219,gaussian,15.0,knn,0.2,LDST,,False,0.1,spiral,0.1,5.751833200454713,0.1,99.0,1.0,20,0.9910499999999999,0.001532155344604461
220,gaussian,15.0,knn,0.2,LGC,0.9,False,0.35,spiral,0.15,0.8671271800994873,0.1,,,20,0.75855,0.037298089763418196
221,gaussian,15.0,knn,0.2,LGC,0.9,False,0.4,spiral,0.04,2.466458797454834,0.1,,,20,0.6646,0.040752177855913424
222,gaussian,15.0,knn,0.2,GTAM,,False,0.15,spiral,0.04,6.110562324523926,0.1,99.0,0.0,20,0.9840000000000003,2.220446049250313e-16
223,gaussian,15.0,knn,0.2,GTAM,,False,0.25,spiral,0.1,5.653251647949219,0.1,99.0,0.0,20,0.9752500000000002,0.0007664854858377591
224,gaussian,15.0,knn,0.2,LDST,,False,0.4,spiral,0.075,6.44870138168335,0.1,99.0,1.0,20,0.7434000000000001,0.31927502251194034
225,gaussian,15.0,knn,0.2,LDST,,False,0.4,spiral,0.15,2.9757263660430913,0.1,99.0,1.0,20,0.6166,0.3865769522359035
226,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.3,spiral,0.1,2.134205102920532,0.1,,,20,0.99445,0.009785065150524026
227,gaussian,15.0,knn,0.2,GTAM,,False,0.3,spiral,0.04,5.586430549621582,0.1,99.0,0.0,20,0.9144999999999998,0.17991122810986532
228,gaussian,15.0,knn,0.2,RF,,False,0.3,spiral,0.15,0.3015315532684326,0.1,,,20,0.74875,0.03987840894519238
229,gaussian,15.0,knn,0.2,LDST,,False,0.0,spiral,0.04,5.0193190574646,0.1,99.0,2.0,20,1.0,0.0
230,gaussian,15.0,knn,0.2,LDST,,False,0.25,spiral,0.1,6.814686059951782,0.1,99.0,1.0,20,0.9437500000000002,0.1282980416841972
231,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.3,spiral,0.075,0.8366031646728516,0.1,,,20,0.9999,0.0002999999999999669
232,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.3,spiral,0.15,0.304379940032959,0.1,,,20,0.9338499999999998,0.02867625324201195
233,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.15,spiral,0.15,1.5957591533660889,0.1,,,20,0.9400999999999999,0.015247622765532997
234,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.35,spiral,0.1,2.043694972991944,0.1,,,20,0.6631499999999999,0.02220647428116405
235,gaussian,15.0,knn,0.2,GTAM,,False,0.4,spiral,0.075,6.04188346862793,0.1,99.0,0.0,20,0.8078500000000002,0.24364446946319138
236,gaussian,15.0,knn,0.2,LGC,0.9,False,0.1,spiral,0.04,3.638983726501465,0.1,,,20,0.9802999999999997,0.011675187364663567
237,gaussian,15.0,knn,0.2,GTAM,,False,0.1,spiral,0.15,5.038750171661377,0.1,99.0,0.0,20,0.9784500000000002,0.005191098149717474
238,gaussian,15.0,knn,0.2,LGC,0.2,False,0.0,spiral,0.04,1.0802874565124512,0.1,,,20,1.0,0.0
239,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.0,spiral,0.04,1.7110142707824707,0.1,,,20,1.0,0.0
240,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.4,spiral,0.1,0.4861996173858642,0.1,,,20,0.98705,0.02408002284052074
241,gaussian,15.0,knn,0.2,RF,,False,0.1,spiral,0.1,0.38973140716552734,0.1,,,20,0.9416,0.018014993755202935
242,gaussian,15.0,knn,0.2,LDST,,False,0.2,spiral,0.075,6.360474109649657,0.1,99.0,2.0,20,0.9882499999999999,0.0018674849396983202
243,gaussian,15.0,knn,0.2,LGC,0.9,False,0.0,spiral,0.075,1.5732738971710205,0.1,,,20,0.9996500000000001,0.0011079259903080114
244,gaussian,15.0,knn,0.2,LDST,,False,0.25,spiral,0.1,1.9089741706848145,0.1,99.0,2.0,20,0.9149499999999999,0.21749010897050008
245,gaussian,15.0,knn,0.2,LDST,,False,0.3,spiral,0.15,2.8278613090515137,0.1,99.0,1.0,20,0.9634500000000001,0.011972781631684417
246,gaussian,15.0,knn,0.2,GTAM,,False,0.35,spiral,0.04,6.967731952667236,0.1,99.0,0.0,20,0.9263499999999999,0.11262960312457823
247,gaussian,15.0,knn,0.2,LGC,0.9,False,0.3,spiral,0.075,2.002857208251953,0.1,,,20,0.8478500000000002,0.04813551183897394
248,gaussian,15.0,knn,0.2,LDST,,False,0.2,spiral,0.04,6.250000238418579,0.1,99.0,2.0,20,0.9888999999999998,0.0009433981132056642
249,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.1,spiral,0.075,1.8004887104034424,0.1,,,20,1.0,0.0
250,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.1,spiral,0.15,1.71671462059021,0.1,,,20,0.9386999999999999,0.016748432762500504
251,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.35,spiral,0.1,1.8061156272888184,0.1,,,20,0.9935499999999999,0.010974857630056102
252,gaussian,15.0,knn,0.2,LDST,,False,0.1,spiral,0.15,1.7084381580352783,0.1,99.0,2.0,20,0.98055,0.00493431859530777
253,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.2,spiral,0.1,1.952858686447144,0.1,,,20,0.8368,0.021885154785835994
254,gaussian,15.0,knn,0.2,LGC,0.2,False,0.2,spiral,0.15,3.357243061065674,0.1,,,20,0.8317500000000001,0.02695714191081838
255,gaussian,15.0,knn,0.2,GTAM,,False,0.25,spiral,0.15,5.892950773239137,0.1,99.0,0.0,20,0.8749,0.20723341911960047
